"Date","Price","Open","High","Low","Vol.","Change %"
"04/11/2022","340.71","344.63","345.57","340.36","66.11M","-2.37%"
"04/08/2022","348.97","352.14","352.90","348.32","61.96M","-1.40%"
"04/07/2022","353.91","352.06","356.16","348.51","63.78M","0.24%"
"04/06/2022","353.07","355.46","356.59","350.38","90.08M","-2.17%"
"04/05/2022","360.91","367.62","368.35","359.74","62.74M","-2.22%"
"04/04/2022","369.11","362.52","369.12","362.25","45.95M","2.06%"
"04/01/2022","361.66","362.62","363.42","358.40","54.53M","-0.19%"
"03/31/2022","362.35","367.05","367.41","361.49","67.01M","-1.24%"
"03/30/2022","366.90","369.08","370.79","365.38","68.76M","-1.11%"
"03/29/2022","371.00","368.71","371.63","365.87","68.07M","1.72%"
"03/28/2022","364.72","359.15","364.82","357.88","56.83M","1.55%"
"03/25/2022","359.16","359.40","360.48","354.76","57.58M","-0.08%"
"03/24/2022","359.46","353.61","359.51","351.41","53.56M","2.22%"
"03/23/2022","351.65","353.82","357.47","351.59","70.62M","-1.44%"
"03/22/2022","356.77","350.41","357.66","350.02","63.35M","1.96%"
"03/21/2022","349.90","350.02","352.29","345.39","73.80M","-0.40%"
"03/18/2022","351.31","342.56","351.61","341.37","85.45M","2.05%"
"03/17/2022","344.26","338.19","344.32","336.86","67.81M","1.21%"
"03/16/2022","340.14","332.00","340.26","328.23","105.24M","3.71%"
"03/15/2022","327.98","320.71","328.78","319.06","76.47M","3.14%"
"03/14/2022","318.00","322.96","326.42","317.28","79.80M","-1.92%"
"03/11/2022","324.23","334.14","334.46","323.73","66.23M","-2.07%"
"03/10/2022","331.10","330.65","332.34","326.54","69.36M","-1.11%"
"03/09/2022","334.81","331.58","336.20","328.92","64.72M","3.60%"
"03/08/2022","323.18","323.88","333.04","319.77","116.15M","-0.47%"
"03/07/2022","324.69","337.11","338.30","324.48","89.93M","-3.69%"
"03/04/2022","337.12","339.66","341.13","334.74","77.01M","-1.45%"
"03/03/2022","342.08","349.75","349.86","340.17","71.09M","-1.43%"
"03/02/2022","347.04","342.90","348.41","340.06","70.61M","1.68%"
"03/01/2022","341.31","345.57","347.90","338.72","67.41M","-1.53%"
"02/28/2022","346.62","342.33","348.36","341.14","77.52M","0.30%"
"02/25/2022","345.59","341.13","345.80","337.21","78.84M","1.55%"
"02/24/2022","340.31","318.67","340.86","318.09","130.61M","3.36%"
"02/23/2022","329.25","341.14","342.00","328.93","86.22M","-2.56%"
"02/22/2022","337.90","338.31","343.86","334.17","85.97M","-1.00%"
"02/18/2022","341.33","346.23","346.63","338.96","80.00M","-1.14%"
"02/17/2022","345.27","352.55","353.27","344.84","61.80M","-2.97%"
"02/16/2022","355.85","353.63","356.90","350.53","58.95M","-0.03%"
"02/15/2022","355.94","352.72","356.18","351.64","55.39M","2.48%"
"02/14/2022","347.31","346.31","350.80","343.71","80.25M","0.12%"
"02/11/2022","346.88","358.24","359.88","345.62","101.57M","-3.17%"
"02/10/2022","358.24","359.33","366.30","356.35","112.47M","-2.26%"
"02/09/2022","366.54","363.57","366.62","361.93","55.77M","2.12%"
"02/08/2022","358.93","353.77","360.05","352.61","64.72M","1.12%"
"02/07/2022","354.94","358.43","360.86","353.65","58.20M","-0.80%"
"02/04/2022","357.82","353.89","361.21","351.79","86.32M","1.26%"
"02/03/2022","353.36","358.34","361.74","352.27","95.38M","-4.06%"
"02/02/2022","368.30","369.57","369.91","364.09","78.78M","0.81%"
"02/01/2022","365.33","364.24","366.00","358.95","74.43M","0.68%"
"01/31/2022","362.86","353.01","363.46","351.34","94.33M","3.20%"
"01/28/2022","351.62","342.85","351.84","337.77","108.17M","3.14%"
"01/27/2022","340.92","349.22","351.09","339.87","95.26M","-1.01%"
"01/26/2022","344.39","352.72","356.69","340.60","146.56M","-0.16%"
"01/25/2022","344.93","346.49","350.85","341.50","124.40M","-2.32%"
"01/24/2022","353.11","345.72","353.79","333.97","199.45M","0.46%"
"01/21/2022","351.51","359.28","361.99","351.22","143.39M","-2.77%"
"01/20/2022","361.53","369.60","373.67","360.98","88.61M","-1.30%"
"01/19/2022","366.29","371.95","374.49","366.02","81.79M","-1.10%"
"01/18/2022","370.36","373.84","376.02","369.58","75.81M","-2.49%"
"01/14/2022","379.81","374.87","380.15","374.66","80.12M","0.62%"
"01/13/2022","377.46","388.57","389.27","376.50","77.99M","-2.50%"
"01/12/2022","387.15","388.26","390.00","384.81","54.58M","0.40%"
"01/11/2022","385.62","379.16","385.79","377.02","68.30M","1.50%"
"01/10/2022","379.91","374.62","380.44","369.12","91.77M","0.07%"
"01/07/2022","379.66","383.83","385.56","377.84","72.65M","-1.08%"
"01/06/2022","383.82","382.22","387.15","379.93","70.81M","-0.07%"
"01/05/2022","384.09","394.53","395.68","383.83","75.74M","-3.07%"
"01/04/2022","396.26","402.03","402.07","393.08","58.03M","-1.30%"
"01/03/2022","401.47","398.84","401.73","396.67","40.58M","0.96%"
"12/31/2021","397.64","399.45","400.85","397.13","34.75M","-0.62%"
"12/30/2021","400.14","401.12","403.36","399.54","23.85M","-0.30%"
"12/29/2021","401.34","401.54","402.84","398.90","32.25M","-0.01%"
"12/28/2021","401.40","404.19","404.37","400.50","33.11M","-0.46%"
"12/27/2021","403.27","398.04","403.27","398.01","32.82M","1.65%"
"12/23/2021","396.71","394.10","398.22","393.93","29.60M","0.75%"
"12/22/2021","393.74","388.71","393.95","388.03","37.04M","1.22%"
"12/21/2021","389.01","383.85","389.33","380.00","48.90M","2.24%"
"12/20/2021","380.49","379.37","381.30","377.27","65.34M","-1.10%"
"12/17/2021","384.71","383.13","388.99","381.57","81.64M","-0.50%"
"12/16/2021","386.64","397.83","398.27","385.01","82.59M","-2.57%"
"12/15/2021","396.84","387.74","397.21","383.68","73.86M","2.28%"
"12/14/2021","388.00","387.10","389.89","383.43","75.20M","-1.03%"
"12/13/2021","392.05","397.79","398.12","391.67","50.17M","-1.45%"
"12/10/2021","397.80","396.41","398.07","393.15","52.55M","1.09%"
"12/09/2021","393.52","398.14","399.99","393.32","49.97M","-1.47%"
"12/08/2021","399.40","397.96","399.61","396.01","39.20M","0.45%"
"12/07/2021","397.62","392.82","398.25","392.78","56.01M","3.01%"
"12/06/2021","386.00","383.43","387.40","379.10","67.59M","0.80%"
"12/03/2021","382.93","391.10","392.13","378.70","105.35M","-1.74%"
"12/02/2021","389.71","385.60","391.53","384.14","84.42M","0.72%"
"12/01/2021","386.92","398.07","400.27","386.44","78.38M","-1.70%"
"11/30/2021","393.61","398.57","400.98","391.54","81.33M","-1.47%"
"11/29/2021","399.48","395.68","400.52","394.93","54.45M","2.17%"
"11/26/2021","390.99","395.90","397.33","389.57","51.53M","-1.90%"
"11/24/2021","398.55","394.72","398.84","392.33","46.95M","0.32%"
"11/23/2021","397.27","397.90","400.02","392.71","70.10M","-0.46%"
"11/22/2021","399.09","405.36","408.50","398.98","61.72M","-1.16%"
"11/19/2021","403.78","403.22","405.09","402.37","45.19M","0.56%"
"11/18/2021","401.54","399.52","402.06","397.24","45.72M","1.04%"
"11/17/2021","397.42","397.54","399.51","396.43","28.70M","0.05%"
"11/16/2021","397.21","393.65","397.72","393.45","27.87M","0.71%"
"11/15/2021","394.40","395.70","396.03","391.89","33.72M","-0.02%"
"11/12/2021","394.49","391.56","395.04","389.93","34.73M","1.05%"
"11/11/2021","390.38","392.36","392.54","390.04","32.24M","0.27%"
"11/10/2021","389.31","392.26","395.15","387.33","54.94M","-1.47%"
"11/09/2021","395.11","398.95","399.36","393.71","50.49M","-0.69%"
"11/08/2021","397.85","398.36","399.41","397.19","29.26M","-0.14%"
"11/05/2021","398.39","399.83","400.78","396.95","43.38M","0.10%"
"11/04/2021","398.01","394.27","398.99","393.71","40.27M","1.28%"
"11/03/2021","392.97","389.35","393.40","388.28","33.75M","1.06%"
"11/02/2021","388.85","386.60","389.34","386.55","25.14M","0.42%"
"11/01/2021","387.23","386.36","387.36","384.22","30.77M","0.34%"
"10/29/2021","385.91","380.86","386.08","380.50","37.31M","0.49%"
"10/28/2021","384.02","381.75","384.28","380.95","38.01M","1.11%"
"10/27/2021","379.80","379.38","382.95","379.11","45.76M","0.23%"
"10/26/2021","378.92","380.03","382.51","377.71","47.19M","0.32%"
"10/25/2021","377.73","375.36","378.67","373.36","32.60M","1.02%"
"10/22/2021","373.90","375.78","376.77","372.19","36.28M","-0.84%"
"10/21/2021","377.07","373.96","377.27","373.65","25.47M","0.61%"
"10/20/2021","374.78","375.74","376.37","373.26","31.39M","-0.13%"
"10/19/2021","375.27","373.55","375.32","372.50","29.09M","0.76%"
"10/18/2021","372.45","367.42","372.67","366.80","34.51M","1.00%"
"10/15/2021","368.75","367.69","368.87","366.63","40.42M","0.63%"
"10/14/2021","366.44","363.50","366.66","362.82","43.43M","1.84%"
"10/13/2021","359.81","359.32","360.50","357.24","40.12M","0.80%"
"10/12/2021","356.95","359.69","360.14","356.29","43.91M","-0.35%"
"10/11/2021","358.20","359.39","363.01","358.11","34.85M","-0.77%"
"10/08/2021","360.97","363.89","364.13","360.42","41.82M","-0.50%"
"10/07/2021","362.78","362.61","365.50","362.06","39.41M","0.92%"
"10/06/2021","359.48","353.89","359.76","352.96","56.81M","0.64%"
"10/05/2021","357.19","353.52","359.50","353.29","47.23M","1.35%"
"10/04/2021","352.43","358.33","358.67","350.14","76.77M","-2.10%"
"10/01/2021","359.99","358.41","361.06","354.19","56.38M","0.62%"
"09/30/2021","357.77","360.78","362.49","356.91","61.38M","-0.37%"
"09/29/2021","359.09","360.98","363.18","358.45","58.08M","-0.16%"
"09/28/2021","359.68","365.48","370.11","359.16","97.70M","-2.83%"
"09/27/2021","370.16","370.01","371.06","367.54","43.34M","-0.80%"
"09/24/2021","373.13","370.46","373.56","370.08","36.06M","0.09%"
"09/23/2021","372.78","370.57","373.84","369.90","44.65M","0.92%"
"09/22/2021","369.38","366.90","370.88","365.77","46.97M","0.93%"
"09/21/2021","365.96","367.39","368.62","364.80","41.93M","0.12%"
"09/20/2021","365.51","367.27","369.06","360.74","76.20M","-2.17%"
"09/17/2021","373.63","377.62","377.67","372.56","60.91M","-1.18%"
"09/16/2021","378.11","376.48","378.70","374.50","35.19M","0.07%"
"09/15/2021","377.85","375.53","378.21","373.17","34.10M","0.74%"
"09/14/2021","375.06","377.66","378.41","374.08","41.83M","-0.28%"
"09/13/2021","376.13","378.79","379.23","374.02","48.74M","-0.07%"
"09/10/2021","376.39","381.03","381.77","376.05","40.25M","-0.76%"
"09/09/2021","379.27","380.81","381.95","379.02","29.40M","-0.34%"
"09/08/2021","380.58","381.73","381.73","378.25","32.95M","-0.35%"
"09/07/2021","381.91","381.48","382.58","380.29","23.97M","0.14%"
"09/03/2021","381.37","379.02","381.78","379.00","24.62M","0.31%"
"09/02/2021","380.20","381.77","382.11","378.95","25.50M","-0.05%"
"09/01/2021","380.38","380.84","382.51","380.17","28.14M","0.17%"
"08/31/2021","379.75","380.31","380.38","378.16","29.63M","-0.08%"
"08/30/2021","380.06","376.65","380.56","376.63","27.30M","1.12%"
"08/27/2021","375.84","372.87","376.36","372.37","27.10M","0.97%"
"08/26/2021","372.22","373.72","374.42","371.77","29.13M","-0.64%"
"08/25/2021","374.60","374.43","375.19","373.66","20.44M","0.11%"
"08/24/2021","374.17","373.64","374.79","373.16","21.73M","0.31%"
"08/23/2021","373.03","368.61","373.74","368.60","34.03M","1.49%"
"08/20/2021","367.54","364.87","367.95","364.55","39.49M","1.04%"
"08/19/2021","363.77","360.03","365.49","359.77","48.50M","0.48%"
"08/18/2021","362.02","364.99","366.43","361.68","38.54M","-0.96%"
"08/17/2021","365.54","365.96","366.96","363.04","44.79M","-0.88%"
"08/16/2021","368.79","367.48","368.83","363.51","35.04M","0.04%"
"08/13/2021","368.63","367.70","368.97","367.19","19.34M","0.35%"
"08/12/2021","367.34","365.50","367.71","364.10","26.00M","0.36%"
"08/11/2021","366.02","367.95","368.46","364.65","34.25M","-0.17%"
"08/10/2021","366.65","369.07","369.37","365.43","35.13M","-0.51%"
"08/09/2021","368.54","368.33","369.08","367.20","25.96M","0.18%"
"08/06/2021","367.86","368.18","369.18","366.71","33.33M","-0.44%"
"08/05/2021","369.48","367.99","369.72","367.26","21.44M","0.63%"
"08/04/2021","367.15","366.58","368.13","365.44","29.60M","0.14%"
"08/03/2021","366.62","365.09","366.74","361.81","35.56M","0.61%"
"08/02/2021","364.41","366.09","366.69","363.68","27.33M","0.01%"
"07/30/2021","364.38","362.25","364.98","362.22","36.48M","-0.52%"
"07/29/2021","366.29","365.06","367.49","365.06","25.67M","0.18%"
"07/28/2021","365.64","365.41","367.26","363.05","42.07M","0.38%"
"07/27/2021","364.24","368.03","368.03","359.97","57.93M","-1.10%"
"07/26/2021","368.30","367.30","368.70","366.41","28.44M","0.08%"
"07/23/2021","368.01","365.12","368.29","363.72","31.96M","1.17%"
"07/22/2021","363.76","361.58","363.77","361.58","30.25M","0.66%"
"07/21/2021","361.37","358.16","361.37","357.93","30.26M","0.77%"
"07/20/2021","358.60","355.44","360.09","353.61","42.18M","1.16%"
"07/19/2021","354.48","353.86","354.99","351.86","64.40M","-0.82%"
"07/16/2021","357.41","361.21","362.22","357.05","47.26M","-0.81%"
"07/15/2021","360.33","362.79","363.00","358.27","53.39M","-0.70%"
"07/14/2021","362.88","364.64","365.30","362.03","35.34M","0.18%"
"07/13/2021","362.23","361.84","365.27","361.35","39.72M","0.00%"
"07/12/2021","362.23","362.26","362.70","360.64","25.72M","0.39%"
"07/09/2021","360.82","357.98","361.31","357.38","35.18M","0.62%"
"07/08/2021","358.58","355.55","359.46","354.23","50.89M","-0.60%"
"07/07/2021","360.76","362.26","362.57","358.75","35.27M","0.21%"
"07/06/2021","360.00","359.07","360.29","356.30","38.84M","0.43%"
"07/02/2021","358.45","356.33","358.78","356.09","32.73M","1.15%"
"07/01/2021","354.38","353.88","354.90","352.49","29.29M","0.04%"
"06/30/2021","354.24","354.64","355.04","353.64","32.72M","-0.16%"
"06/29/2021","354.80","353.34","354.83","352.48","29.43M","0.36%"
"06/28/2021","353.52","350.60","353.66","350.54","39.13M","1.21%"
"06/25/2021","349.28","350.29","350.54","348.66","28.68M","-0.12%"
"06/24/2021","349.71","349.55","351.28","348.99","32.58M","0.62%"
"06/23/2021","347.56","347.33","348.74","346.70","27.19M","0.05%"
"06/22/2021","347.39","343.97","347.85","343.66","28.94M","0.93%"
"06/21/2021","344.18","342.25","344.51","339.97","32.99M","0.51%"
"06/18/2021","342.45","343.45","344.63","341.68","55.41M","-0.79%"
"06/17/2021","345.16","339.79","346.20","339.74","59.72M","1.27%"
"06/16/2021","340.83","342.56","343.66","337.27","55.40M","-0.37%"
"06/15/2021","342.08","343.97","344.29","341.34","35.96M","-0.65%"
"06/14/2021","344.33","341.50","344.34","340.28","27.83M","0.96%"
"06/11/2021","341.06","340.18","341.07","339.51","21.22M","0.26%"
"06/10/2021","340.17","337.01","340.28","336.55","33.70M","1.04%"
"06/09/2021","336.66","337.99","338.79","336.47","21.49M","0.02%"
"06/08/2021","336.58","338.22","339.11","334.85","27.28M","0.05%"
"06/07/2021","336.42","334.87","336.48","334.16","32.61M","0.30%"
"06/04/2021","335.42","331.68","335.88","331.61","38.74M","1.69%"
"06/03/2021","329.83","330.38","331.69","328.11","37.06M","-1.04%"
"06/02/2021","333.29","333.08","334.16","331.52","22.05M","0.19%"
"06/01/2021","332.65","335.12","335.61","331.26","31.15M","-0.33%"
